symbol,date,callvol,putvol,calloi,putoi,iv30mean,iv60mean,type,volume,oi
RIDE,2021-03-01 00:00:00,12124,2751,93552,42482,1.0038,1.0368,call,12124,93552
RIDE,2021-03-01 00:00:00,0,0,0,0,1.0038,1.0368,put,2751,42482
ROOT,2021-03-01 00:00:00,3657,1348,24879,12186,0.971,0.9754,call,3657,24879
ROOT,2021-03-01 00:00:00,0,0,0,0,0.971,0.9754,put,1348,12186
SKLZ,2021-03-01 00:00:00,19754,3093,77347,48305,1.2331,1.193,call,19754,77347
SKLZ,2021-03-01 00:00:00,0,0,0,0,1.2331,1.193,put,3093,48305
SPLK,2021-03-01 00:00:00,6408,3325,76369,48397,0.586,0.5143,call,6408,76369
SPLK,2021-03-01 00:00:00,0,0,0,0,0.586,0.5143,put,3325,48397
SPRT,2021-03-01 00:00:00,32,1,912,54,1.621,1.3288,call,32,912
SPRT,2021-03-01 00:00:00,0,0,0,0,1.621,1.3288,put,1,54
TSLA,2021-03-01 00:00:00,501277,284319,2506039,2981417,0.6421,0.6694,call,501277,2506039
TSLA,2021-03-01 00:00:00,0,0,0,0,0.6421,0.6694,put,284319,2981417
UEC,2021-03-01 00:00:00,1628,329,51503,9128,1.2938,1.291,call,1628,51503
UEC,2021-03-01 00:00:00,0,0,0,0,1.2938,1.291,put,329,9128
UPST,2021-03-01 00:00:00,1028,265,6546,4628,1.3741,1.3164,call,1028,6546
UPST,2021-03-01 00:00:00,0,0,0,0,1.3741,1.3164,put,265,4628
WISH,2021-03-01 00:00:00,7799,2523,39005,23161,1.2564,1.1029,call,7799,39005
WISH,2021-03-01 00:00:00,0,0,0,0,1.2564,1.1029,put,2523,23161
WKHS,2021-03-01 00:00:00,171993,50699,288070,196904,1.471,1.4894,call,171993,288070
WKHS,2021-03-01 00:00:00,0,0,0,0,1.471,1.4894,put,50699,196904
AMC,2021-03-02 00:00:00,286320,309024,1426028,696294,2.0538,1.8498,call,286320,1426028
AMC,2021-03-02 00:00:00,0,0,0,0,2.0538,1.8498,put,309024,696294
AMD,2021-03-02 00:00:00,152450,67667,1472100,1391210,0.4408,0.455,call,152450,1472100
AMD,2021-03-02 00:00:00,0,0,0,0,0.4408,0.455,put,67667,1391210
AMZN,2021-03-02 00:00:00,102987,84634,399441,373407,0.2874,0.3044,call,102987,399441
AMZN,2021-03-02 00:00:00,0,0,0,0,0.2874,0.3044,put,84634,373407
APPS,2021-03-02 00:00:00,21835,5902,59019,27756,0.8858,0.8733,call,21835,59019
APPS,2021-03-02 00:00:00,0,0,0,0,0.8858,0.8733,put,5902,27756
AVGO,2021-03-02 00:00:00,4086,3840,61635,89566,0.3864,0.3762,call,4086,61635
AVGO,2021-03-02 00:00:00,0,0,0,0,0.3864,0.3762,put,3840,89566
BABA,2021-03-02 00:00:00,124133,59604,1706944,1346190,0.3732,0.3748,call,124133,1706944
BABA,2021-03-02 00:00:00,0,0,0,0,0.3732,0.3748,put,59604,1346190
BB,2021-03-02 00:00:00,56396,118476,700853,251594,1.2022,1.1058,call,56396,700853
BB,2021-03-02 00:00:00,0,0,0,0,1.2022,1.1058,put,118476,251594
BBIG,2021-03-02 00:00:00,996,4,8088,390,1.3418,1.6852,call,996,8088
BBIG,2021-03-02 00:00:00,0,0,0,0,1.3418,1.6852,put,4,390
CLOV,2021-03-02 00:00:00,105425,11272,360105,107912,1.1208,1.0813,call,105425,360105
CLOV,2021-03-02 00:00:00,0,0,0,0,1.1208,1.0813,put,11272,107912
CRWD,2021-03-02 00:00:00,12412,6390,126788,195281,0.6414,0.5893,call,12412,126788
CRWD,2021-03-02 00:00:00,0,0,0,0,0.6414,0.5893,put,6390,195281
DKNG,2021-03-02 00:00:00,184605,39534,449332,185506,0.686,0.6569,call,184605,449332
DKNG,2021-03-02 00:00:00,0,0,0,0,0.686,0.6569,put,39534,185506
GME,2021-03-02 00:00:00,154541,283863,435667,1446506,2.0619,1.9173,call,154541,435667
GME,2021-03-02 00:00:00,0,0,0,0,2.0619,1.9173,put,283863,1446506
MCFE,2021-03-02 00:00:00,179,17,15535,7445,0.5796,0.523,call,179,15535
MCFE,2021-03-02 00:00:00,0,0,0,0,0.5796,0.523,put,17,7445
MRNA,2021-03-02 00:00:00,26586,17065,219848,183624,0.752,0.708,call,26586,219848
MRNA,2021-03-02 00:00:00,0,0,0,0,0.752,0.708,put,17065,183624
NET,2021-03-02 00:00:00,8429,2063,138143,78112,0.6145,0.6286,call,8429,138143
NET,2021-03-02 00:00:00,0,0,0,0,0.6145,0.6286,put,2063,78112
NKLA,2021-03-02 00:00:00,26249,9442,237840,184702,1.0505,1.0888,call,26249,237840
NKLA,2021-03-02 00:00:00,0,0,0,0,1.0505,1.0888,put,9442,184702
PLTR,2021-03-02 00:00:00,397597,129319,1983398,1335277,0.8722,0.8664,call,397597,1983398
PLTR,2021-03-02 00:00:00,0,0,0,0,0.8722,0.8664,put,129319,1335277
PYPL,2021-03-02 00:00:00,44283,29142,336932,296499,0.4138,0.4194,call,44283,336932
PYPL,2021-03-02 00:00:00,0,0,0,0,0.4138,0.4194,put,29142,296499
RDHL,2021-03-02 00:00:00,3551,663,7902,4399,1.0148,1.2652,call,3551,7902
RDHL,2021-03-02 00:00:00,0,0,0,0,1.0148,1.2652,put,663,4399
REKR,2021-03-02 00:00:00,246,160,41135,17884,1.2363,1.2266,call,246,41135
REKR,2021-03-02 00:00:00,0,0,0,0,1.2363,1.2266,put,160,17884
RIDE,2021-03-02 00:00:00,15706,7579,98406,43772,1.1221,1.0543,call,15706,98406
RIDE,2021-03-02 00:00:00,0,0,0,0,1.1221,1.0543,put,7579,43772
ROOT,2021-03-02 00:00:00,1725,596,26956,13036,0.9732,0.972,call,1725,26956
ROOT,2021-03-02 00:00:00,0,0,0,0,0.9732,0.972,put,596,13036
SKLZ,2021-03-02 00:00:00,12193,6883,85950,47915,1.2554,1.1827,call,12193,85950
SKLZ,2021-03-02 00:00:00,0,0,0,0,1.2554,1.1827,put,6883,47915
SPLK,2021-03-02 00:00:00,5611,3711,78851,50744,0.5788,0.5054,call,5611,78851
SPLK,2021-03-02 00:00:00,0,0,0,0,0.5788,0.5054,put,3711,50744
SPRT,2021-03-02 00:00:00,29,3,905,54,1.7078,1.6608,call,29,905
SPRT,2021-03-02 00:00:00,0,0,0,0,1.7078,1.6608,put,3,54
TSLA,2021-03-02 00:00:00,345202,291586,2561528,3059328,0.6658,0.6784,call,345202,2561528
TSLA,2021-03-02 00:00:00,0,0,0,0,0.6658,0.6784,put,291586,3059328
UEC,2021-03-02 00:00:00,5128,206,52169,9358,1.3912,1.3348,call,5128,52169
UEC,2021-03-02 00:00:00,0,0,0,0,1.3912,1.3348,put,206,9358
UPST,2021-03-02 00:00:00,1211,507,6964,4756,1.368,1.2832,call,1211,6964
UPST,2021-03-02 00:00:00,0,0,0,0,1.368,1.2832,put,507,4756
WISH,2021-03-02 00:00:00,7739,1562,40898,23950,1.2399,1.0914,call,7739,40898
WISH,2021-03-02 00:00:00,0,0,0,0,1.2399,1.0914,put,1562,23950
WKHS,2021-03-02 00:00:00,102795,42963,334403,208357,1.4301,1.439,call,102795,334403
WKHS,2021-03-02 00:00:00,0,0,0,0,1.4301,1.439,put,42963,208357
AMC,2021-03-03 00:00:00,245733,348924,1472521,690982,1.896,1.7954,call,245733,1472521
AMC,2021-03-03 00:00:00,0,0,0,0,1.896,1.7954,put,348924,690982
AMD,2021-03-03 00:00:00,228140,158824,1496798,1420038,0.458,0.4654,call,228140,1496798
AMD,2021-03-03 00:00:00,0,0,0,0,0.458,0.4654,put,158824,1420038
AMZN,2021-03-03 00:00:00,165723,141973,409848,387775,0.3216,0.329,call,165723,409848
AMZN,2021-03-03 00:00:00,0,0,0,0,0.3216,0.329,put,141973,387775
APPS,2021-03-03 00:00:00,9269,3965,59287,29727,0.9096,0.8788,call,9269,59287
APPS,2021-03-03 00:00:00,0,0,0,0,0.9096,0.8788,put,3965,29727
AVGO,2021-03-03 00:00:00,7004,6384,63313,91149,0.3893,0.3786,call,7004,63313
AVGO,2021-03-03 00:00:00,0,0,0,0,0.3893,0.3786,put,6384,91149
BABA,2021-03-03 00:00:00,114781,49738,1740849,1357630,0.3726,0.3758,call,114781,1740849
BABA,2021-03-03 00:00:00,0,0,0,0,0.3726,0.3758,put,49738,1357630
BB,2021-03-03 00:00:00,47081,13160,707310,255480,1.1227,1.0556,call,47081,707310
BB,2021-03-03 00:00:00,0,0,0,0,1.1227,1.0556,put,13160,255480
BBIG,2021-03-03 00:00:00,309,21,8734,393,1.3914,1.6802,call,309,8734
BBIG,2021-03-03 00:00:00,0,0,0,0,1.3914,1.6802,put,21,393
CLOV,2021-03-03 00:00:00,74460,12304,389693,111806,1.132,1.0888,call,74460,389693
CLOV,2021-03-03 00:00:00,0,0,0,0,1.132,1.0888,put,12304,111806
CRWD,2021-03-03 00:00:00,14584,11482,127178,198001,0.6606,0.6072,call,14584,127178
CRWD,2021-03-03 00:00:00,0,0,0,0,0.6606,0.6072,put,11482,198001
DKNG,2021-03-03 00:00:00,215051,64357,460055,194886,0.6714,0.6658,call,215051,460055
DKNG,2021-03-03 00:00:00,0,0,0,0,0.6714,0.6658,put,64357,194886
GME,2021-03-03 00:00:00,125619,646373,455358,1472310,2.107,1.9428,call,125619,455358
GME,2021-03-03 00:00:00,0,0,0,0,2.107,1.9428,put,646373,1472310
MCFE,2021-03-03 00:00:00,240,2,15531,7449,0.613,0.5711,call,240,15531
MCFE,2021-03-03 00:00:00,0,0,0,0,0.613,0.5711,put,2,7449
MRNA,2021-03-03 00:00:00,60649,41315,226839,188810,0.8688,0.7538,call,60649,226839
MRNA,2021-03-03 00:00:00,0,0,0,0,0.8688,0.7538,put,41315,188810
NET,2021-03-03 00:00:00,14164,4119,140723,80353,0.6426,0.6428,call,14164,140723
NET,2021-03-03 00:00:00,0,0,0,0,0.6426,0.6428,put,4119,80353
NKLA,2021-03-03 00:00:00,26557,22036,245161,188293,1.219,1.115,call,26557,245161
NKLA,2021-03-03 00:00:00,0,0,0,0,1.219,1.115,put,22036,188293
PLTR,2021-03-03 00:00:00,446142,163235,2041235,1348657,0.8488,0.8298,call,446142,2041235
PLTR,2021-03-03 00:00:00,0,0,0,0,0.8488,0.8298,put,163235,1348657
PYPL,2021-03-03 00:00:00,55120,35954,342500,313631,0.456,0.4493,call,55120,342500
PYPL,2021-03-03 00:00:00,0,0,0,0,0.456,0.4493,put,35954,313631
RDHL,2021-03-03 00:00:00,769,103,9698,5018,1.029,1.31,call,769,9698
RDHL,2021-03-03 00:00:00,0,0,0,0,1.029,1.31,put,103,5018
REKR,2021-03-03 00:00:00,1730,67,41227,17866,1.2561,1.2218,call,1730,41227
REKR,2021-03-03 00:00:00,0,0,0,0,1.2561,1.2218,put,67,17866
RIDE,2021-03-03 00:00:00,10622,3733,101648,47082,1.1046,1.0726,call,10622,101648
RIDE,2021-03-03 00:00:00,0,0,0,0,1.1046,1.0726,put,3733,47082
ROOT,2021-03-03 00:00:00,15348,1916,27615,13534,1.0461,0.9939,call,15348,27615
ROOT,2021-03-03 00:00:00,0,0,0,0,1.0461,0.9939,put,1916,13534
SKLZ,2021-03-03 00:00:00,12170,8774,87573,49143,1.2836,1.1861,call,12170,87573
SKLZ,2021-03-03 00:00:00,0,0,0,0,1.2836,1.1861,put,8774,49143
SPLK,2021-03-03 00:00:00,18072,10509,81932,52641,0.5999,0.5308,call,18072,81932
SPLK,2021-03-03 00:00:00,0,0,0,0,0.5999,0.5308,put,10509,52641
SPRT,2021-03-03 00:00:00,47,0,931,56,1.2992,1.2916,call,47,931
SPRT,2021-03-03 00:00:00,0,0,0,0,1.2992,1.2916,put,0,56
TSLA,2021-03-03 00:00:00,475806,417091,2592484,3056870,0.7518,0.7328,call,475806,2592484
TSLA,2021-03-03 00:00:00,0,0,0,0,0.7518,0.7328,put,417091,3056870
UEC,2021-03-03 00:00:00,3058,146,54032,9456,1.3369,1.3157,call,3058,54032
UEC,2021-03-03 00:00:00,0,0,0,0,1.3369,1.3157,put,146,9456
UPST,2021-03-03 00:00:00,1454,537,7196,4956,1.362,1.2755,call,1454,7196
UPST,2021-03-03 00:00:00,0,0,0,0,1.362,1.2755,put,537,4956
WISH,2021-03-03 00:00:00,4438,1347,44737,25031,1.2721,1.0825,call,4438,44737
WISH,2021-03-03 00:00:00,0,0,0,0,1.2721,1.0825,put,1347,25031
WKHS,2021-03-03 00:00:00,72408,36646,357112,219704,1.4164,1.3642,call,72408,357112
WKHS,2021-03-03 00:00:00,0,0,0,0,1.4164,1.3642,put,36646,219704
AMC,2021-03-04 00:00:00,363820,362906,1473804,714444,1.8871,1.818,call,363820,1473804
AMC,2021-03-04 00:00:00,0,0,0,0,1.8871,1.818,put,362906,714444
AMD,2021-03-04 00:00:00,362521,294912,1536881,1482674,0.4795,0.4829,call,362521,1536881
AMD,2021-03-04 00:00:00,0,0,0,0,0.4795,0.4829,put,294912,1482674
AMZN,2021-03-04 00:00:00,200426,176425,431494,402191,0.3342,0.3429,call,200426,431494
AMZN,2021-03-04 00:00:00,0,0,0,0,0.3342,0.3429,put,176425,402191
APPS,2021-03-04 00:00:00,15488,6789,59341,30360,1.0141,0.927,call,15488,59341
APPS,2021-03-04 00:00:00,0,0,0,0,1.0141,0.927,put,6789,30360
AVGO,2021-03-04 00:00:00,13103,10705,65442,92725,0.4185,0.4164,call,13103,65442
AVGO,2021-03-04 00:00:00,0,0,0,0,0.4185,0.4164,put,10705,92725
BABA,2021-03-04 00:00:00,126640,64420,1763948,1367295,0.3918,0.3866,call,126640,1763948
BABA,2021-03-04 00:00:00,0,0,0,0,0.3918,0.3866,put,64420,1367295
BB,2021-03-04 00:00:00,52456,174773,715781,258869,1.202,1.066,call,52456,715781
BB,2021-03-04 00:00:00,0,0,0,0,1.202,1.066,put,174773,258869
BBIG,2021-03-04 00:00:00,555,93,8872,414,1.4103,1.4183,call,555,8872
BBIG,2021-03-04 00:00:00,0,0,0,0,1.4103,1.4183,put,93,414
CLOV,2021-03-04 00:00:00,61054,13036,401452,112481,1.2794,1.1812,call,61054,401452
CLOV,2021-03-04 00:00:00,0,0,0,0,1.2794,1.1812,put,13036,112481
CRWD,2021-03-04 00:00:00,33699,19334,128572,200831,0.7022,0.6302,call,33699,128572
CRWD,2021-03-04 00:00:00,0,0,0,0,0.7022,0.6302,put,19334,200831
DKNG,2021-03-04 00:00:00,183542,57869,488503,204713,0.7093,0.6779,call,183542,488503
DKNG,2021-03-04 00:00:00,0,0,0,0,0.7093,0.6779,put,57869,204713
GME,2021-03-04 00:00:00,228264,676968,470312,1496386,2.3156,2.1512,call,228264,470312
GME,2021-03-04 00:00:00,0,0,0,0,2.3156,2.1512,put,676968,1496386
MCFE,2021-03-04 00:00:00,307,25,15520,7449,0.5953,0.5451,call,307,15520
MCFE,2021-03-04 00:00:00,0,0,0,0,0.5953,0.5451,put,25,7449
MRNA,2021-03-04 00:00:00,27994,21130,244147,197968,0.8432,0.7922,call,27994,244147
MRNA,2021-03-04 00:00:00,0,0,0,0,0.8432,0.7922,put,21130,197968
NET,2021-03-04 00:00:00,13758,13249,142439,81033,0.7044,0.697,call,13758,142439
NET,2021-03-04 00:00:00,0,0,0,0,0.7044,0.697,put,13249,81033
NKLA,2021-03-04 00:00:00,29492,24033,253035,194311,1.167,1.1226,call,29492,253035
NKLA,2021-03-04 00:00:00,0,0,0,0,1.167,1.1226,put,24033,194311
PLTR,2021-03-04 00:00:00,997550,278707,2094132,1355503,0.9908,0.9452,call,997550,2094132
PLTR,2021-03-04 00:00:00,0,0,0,0,0.9908,0.9452,put,278707,1355503
PYPL,2021-03-04 00:00:00,81996,58853,352598,322083,0.4758,0.466,call,81996,352598
PYPL,2021-03-04 00:00:00,0,0,0,0,0.4758,0.466,put,58853,322083
RDHL,2021-03-04 00:00:00,2188,135,11278,5099,1.087,1.333,call,2188,11278
RDHL,2021-03-04 00:00:00,0,0,0,0,1.087,1.333,put,135,5099
REKR,2021-03-04 00:00:00,1249,1701,41102,18006,1.2662,1.2354,call,1249,41102
REKR,2021-03-04 00:00:00,0,0,0,0,1.2662,1.2354,put,1701,18006
RIDE,2021-03-04 00:00:00,19420,6848,103928,47997,1.1326,0.9732,call,19420,103928
RIDE,2021-03-04 00:00:00,0,0,0,0,1.1326,0.9732,put,6848,47997
ROOT,2021-03-04 00:00:00,3342,702,31146,14378,1.0937,1.2792,call,3342,31146
ROOT,2021-03-04 00:00:00,0,0,0,0,1.0937,1.2792,put,702,14378
SKLZ,2021-03-04 00:00:00,27704,16339,88617,53451,1.4929,1.3152,call,27704,88617
SKLZ,2021-03-04 00:00:00,0,0,0,0,1.4929,1.3152,put,16339,53451
SPLK,2021-03-04 00:00:00,25166,12708,87704,58693,0.4999,0.4742,call,25166,87704
SPLK,2021-03-04 00:00:00,0,0,0,0,0.4999,0.4742,put,12708,58693
SPRT,2021-03-04 00:00:00,22,1,957,56,1.4577,1.3966,call,22,957
SPRT,2021-03-04 00:00:00,0,0,0,0,1.4577,1.3966,put,1,56
TSLA,2021-03-04 00:00:00,777964,733705,2628299,3110764,0.7739,0.7492,call,777964,2628299
TSLA,2021-03-04 00:00:00,0,0,0,0,0.7739,0.7492,put,733705,3110764
UEC,2021-03-04 00:00:00,3384,1320,54745,9522,1.2297,1.2166,call,3384,54745
UEC,2021-03-04 00:00:00,0,0,0,0,1.2297,1.2166,put,1320,9522
UPST,2021-03-04 00:00:00,3295,633,7582,5071,1.4346,1.3073,call,3295,7582
UPST,2021-03-04 00:00:00,0,0,0,0,1.4346,1.3073,put,633,5071
WISH,2021-03-04 00:00:00,4171,1455,46397,25759,1.2319,1.0574,call,4171,46397
WISH,2021-03-04 00:00:00,0,0,0,0,1.2319,1.0574,put,1455,25759
WKHS,2021-03-04 00:00:00,98300,37111,361983,223747,1.5446,1.5174,call,98300,361983
WKHS,2021-03-04 00:00:00,0,0,0,0,1.5446,1.5174,put,37111,223747
AMC,2021-03-05 00:00:00,217113,93818,1436046,697111,1.8026,1.6676,call,217113,1436046
AMC,2021-03-05 00:00:00,0,0,0,0,1.8026,1.6676,put,93818,697111
AMD,2021-03-05 00:00:00,288158,192891,1580366,1510926,0.4487,0.4438,call,288158,1580366
AMD,2021-03-05 00:00:00,0,0,0,0,0.4487,0.4438,put,192891,1510926
AMZN,2021-03-05 00:00:00,268001,201603,438726,410554,0.3127,0.3301,call,268001,438726
AMZN,2021-03-05 00:00:00,0,0,0,0,0.3127,0.3301,put,201603,410554
APPS,2021-03-05 00:00:00,18552,7245,61807,31409,1.0545,0.982,call,18552,61807
APPS,2021-03-05 00:00:00,0,0,0,0,1.0545,0.982,put,7245,31409
AVGO,2021-03-05 00:00:00,13281,11387,68050,95364,0.3276,0.3392,call,13281,68050
AVGO,2021-03-05 00:00:00,0,0,0,0,0.3276,0.3392,put,11387,95364
BABA,2021-03-05 00:00:00,121366,76151,1793544,1381414,0.3823,0.3831,call,121366,1793544
BABA,2021-03-05 00:00:00,0,0,0,0,0.3823,0.3831,put,76151,1381414
BB,2021-03-05 00:00:00,71851,23363,716111,261384,1.3254,1.1734,call,71851,716111
BB,2021-03-05 00:00:00,0,0,0,0,1.3254,1.1734,put,23363,261384
BBIG,2021-03-05 00:00:00,3016,44,9323,376,1.4127,1.6218,call,3016,9323
BBIG,2021-03-05 00:00:00,0,0,0,0,1.4127,1.6218,put,44,376
CLOV,2021-03-05 00:00:00,71852,27725,411198,114152,1.33,1.1764,call,71852,411198
CLOV,2021-03-05 00:00:00,0,0,0,0,1.33,1.1764,put,27725,114152
CRWD,2021-03-05 00:00:00,46918,39375,140877,205228,0.7326,0.6522,call,46918,140877
CRWD,2021-03-05 00:00:00,0,0,0,0,0.7326,0.6522,put,39375,205228
DKNG,2021-03-05 00:00:00,166303,66591,524794,209513,0.7336,0.6552,call,166303,524794
DKNG,2021-03-05 00:00:00,0,0,0,0,0.7336,0.6552,put,66591,209513
GME,2021-03-05 00:00:00,257713,132444,492547,1496437,2.1316,1.978,call,257713,492547
GME,2021-03-05 00:00:00,0,0,0,0,2.1316,1.978,put,132444,1496437
MCFE,2021-03-05 00:00:00,225,76,15371,7445,0.5776,0.5472,call,225,15371
MCFE,2021-03-05 00:00:00,0,0,0,0,0.5776,0.5472,put,76,7445
MRNA,2021-03-05 00:00:00,45814,31211,245900,199803,0.8386,0.8098,call,45814,245900
MRNA,2021-03-05 00:00:00,0,0,0,0,0.8386,0.8098,put,31211,199803
NET,2021-03-05 00:00:00,16688,9319,135368,81282,0.6568,0.6698,call,16688,135368
NET,2021-03-05 00:00:00,0,0,0,0,0.6568,0.6698,put,9319,81282
NKLA,2021-03-05 00:00:00,32168,37228,261651,197580,1.1262,1.1508,call,32168,261651
NKLA,2021-03-05 00:00:00,0,0,0,0,1.1262,1.1508,put,37228,197580
PLTR,2021-03-05 00:00:00,890583,374123,2211698,1375951,0.9804,0.964,call,890583,2211698
PLTR,2021-03-05 00:00:00,0,0,0,0,0.9804,0.964,put,374123,1375951
PYPL,2021-03-05 00:00:00,71615,66978,366375,328952,0.4518,0.4445,call,71615,366375
PYPL,2021-03-05 00:00:00,0,0,0,0,0.4518,0.4445,put,66978,328952
RDHL,2021-03-05 00:00:00,873,8,12516,5182,1.0596,1.3644,call,873,12516
RDHL,2021-03-05 00:00:00,0,0,0,0,1.0596,1.3644,put,8,5182
REKR,2021-03-05 00:00:00,937,87,41017,19567,1.2926,1.2423,call,937,41017
REKR,2021-03-05 00:00:00,0,0,0,0,1.2926,1.2423,put,87,19567
RIDE,2021-03-05 00:00:00,20862,12199,109578,48434,1.1882,1.0771,call,20862,109578
RIDE,2021-03-05 00:00:00,0,0,0,0,1.1882,1.0771,put,12199,48434
ROOT,2021-03-05 00:00:00,1449,456,30434,14634,1.1652,1.2295,call,1449,30434
ROOT,2021-03-05 00:00:00,0,0,0,0,1.1652,1.2295,put,456,14634
SKLZ,2021-03-05 00:00:00,14068,9916,93375,54103,1.4848,1.3281,call,14068,93375
SKLZ,2021-03-05 00:00:00,0,0,0,0,1.4848,1.3281,put,9916,54103
SPLK,2021-03-05 00:00:00,12301,9925,86050,59112,0.4424,0.4502,call,12301,86050
SPLK,2021-03-05 00:00:00,0,0,0,0,0.4424,0.4502,put,9925,59112
SPRT,2021-03-05 00:00:00,7,0,959,57,0.7671,1.1908,call,7,959
SPRT,2021-03-05 00:00:00,0,0,0,0,0.7671,1.1908,put,0,57
TSLA,2021-03-05 00:00:00,1316838,1132180,2679570,3108690,0.8248,0.7854,call,1316838,2679570
TSLA,2021-03-05 00:00:00,0,0,0,0,0.8248,0.7854,put,1132180,3108690
UEC,2021-03-05 00:00:00,3109,429,55339,10692,1.1797,1.2314,call,3109,55339
UEC,2021-03-05 00:00:00,0,0,0,0,1.1797,1.2314,put,429,10692
UPST,2021-03-05 00:00:00,2591,1357,8351,5121,1.4973,1.3457,call,2591,8351
UPST,2021-03-05 00:00:00,0,0,0,0,1.4973,1.3457,put,1357,5121
WISH,2021-03-05 00:00:00,10449,2271,46753,25937,1.2966,1.1056,call,10449,46753
WISH,2021-03-05 00:00:00,0,0,0,0,1.2966,1.1056,put,2271,25937
WKHS,2021-03-05 00:00:00,69330,37525,364591,224574,1.4883,1.4821,call,69330,364591
WKHS,2021-03-05 00:00:00,0,0,0,0,1.4883,1.4821,put,37525,224574
AMC,2021-03-08 00:00:00,391661,127641,1128604,599256,1.9964,1.8344,call,391661,1128604
AMC,2021-03-08 00:00:00,0,0,0,0,1.9964,1.8344,put,127641,599256
AMD,2021-03-08 00:00:00,294794,150247,1506750,1490929,0.4976,0.4884,call,294794,1506750
AMD,2021-03-08 00:00:00,0,0,0,0,0.4976,0.4884,put,150247,1490929
AMZN,2021-03-08 00:00:00,139769,92601,404874,362427,0.3428,0.3528,call,139769,404874
AMZN,2021-03-08 00:00:00,0,0,0,0,0.3428,0.3528,put,92601,362427
APPS,2021-03-08 00:00:00,19594,6110,68157,34768,1.0674,1.0225,call,19594,68157
APPS,2021-03-08 00:00:00,0,0,0,0,1.0674,1.0225,put,6110,34768
AVGO,2021-03-08 00:00:00,7182,5484,62033,86397,0.3791,0.3686,call,7182,62033
AVGO,2021-03-08 00:00:00,0,0,0,0,0.3791,0.3686,put,5484,86397
BABA,2021-03-08 00:00:00,110102,55136,1759658,1378722,0.3866,0.3841,call,110102,1759658
BABA,2021-03-08 00:00:00,0,0,0,0,0.3866,0.3841,put,55136,1378722
BB,2021-03-08 00:00:00,115841,9449,633272,245145,1.208,1.0861,call,115841,633272
BB,2021-03-08 00:00:00,0,0,0,0,1.208,1.0861,put,9449,245145
BBIG,2021-03-08 00:00:00,715,1,12086,380,1.3682,1.6014,call,715,12086
BBIG,2021-03-08 00:00:00,0,0,0,0,1.3682,1.6014,put,1,380
CLOV,2021-03-08 00:00:00,39225,8052,428190,123609,1.339,1.1739,call,39225,428190
CLOV,2021-03-08 00:00:00,0,0,0,0,1.339,1.1739,put,8052,123609
CRWD,2021-03-08 00:00:00,16264,13734,144463,214847,0.7084,0.6418,call,16264,144463
CRWD,2021-03-08 00:00:00,0,0,0,0,0.7084,0.6418,put,13734,214847
DKNG,2021-03-08 00:00:00,108392,34135,478593,191003,0.7333,0.716,call,108392,478593
DKNG,2021-03-08 00:00:00,0,0,0,0,0.7333,0.716,put,34135,191003
GME,2021-03-08 00:00:00,334145,203835,377139,1356356,2.154,1.9974,call,334145,377139
GME,2021-03-08 00:00:00,0,0,0,0,2.154,1.9974,put,203835,1356356
MCFE,2021-03-08 00:00:00,1877,281,15360,7422,0.5049,0.4749,call,1877,15360
MCFE,2021-03-08 00:00:00,0,0,0,0,0.5049,0.4749,put,281,7422
MRNA,2021-03-08 00:00:00,31444,21699,230216,191465,0.8185,0.7688,call,31444,230216
MRNA,2021-03-08 00:00:00,0,0,0,0,0.8185,0.7688,put,21699,191465
NET,2021-03-08 00:00:00,19721,9728,133917,77778,0.6663,0.6522,call,19721,133917
NET,2021-03-08 00:00:00,0,0,0,0,0.6663,0.6522,put,9728,77778
NKLA,2021-03-08 00:00:00,26677,11632,244076,181812,1.1489,1.1493,call,26677,244076
NKLA,2021-03-08 00:00:00,0,0,0,0,1.1489,1.1493,put,11632,181812
PLTR,2021-03-08 00:00:00,470357,158937,1998474,1268297,0.9958,0.9604,call,470357,1998474
PLTR,2021-03-08 00:00:00,0,0,0,0,0.9958,0.9604,put,158937,1268297
PYPL,2021-03-08 00:00:00,62415,41942,348879,322496,0.4889,0.4734,call,62415,348879
PYPL,2021-03-08 00:00:00,0,0,0,0,0.4889,0.4734,put,41942,322496
RDHL,2021-03-08 00:00:00,1411,47,13188,5182,1.0224,1.3656,call,1411,13188
RDHL,2021-03-08 00:00:00,0,0,0,0,1.0224,1.3656,put,47,5182
REKR,2021-03-08 00:00:00,438,1207,41033,19546,1.4066,1.2962,call,438,41033
REKR,2021-03-08 00:00:00,0,0,0,0,1.4066,1.2962,put,1207,19546
RIDE,2021-03-08 00:00:00,16120,2946,100378,44060,1.1993,1.1138,call,16120,100378
RIDE,2021-03-08 00:00:00,0,0,0,0,1.1993,1.1138,put,2946,44060
ROOT,2021-03-08 00:00:00,1877,470,30466,14780,1.1833,1.2172,call,1877,30466
ROOT,2021-03-08 00:00:00,0,0,0,0,1.1833,1.2172,put,470,14780
SKLZ,2021-03-08 00:00:00,19719,26210,95496,54057,1.5088,1.3954,call,19719,95496
SKLZ,2021-03-08 00:00:00,0,0,0,0,1.5088,1.3954,put,26210,54057
SPLK,2021-03-08 00:00:00,9040,4109,77981,53620,0.4568,0.4582,call,9040,77981
SPLK,2021-03-08 00:00:00,0,0,0,0,0.4568,0.4582,put,4109,53620
