symbol,date,callvol,putvol,calloi,putoi,iv30mean,iv60mean,type,volume,oi
AMC,2021-01-04 00:00:00,47552,34611,451194,288100,1.9691,2.0567,call,47552,451194
AMC,2021-01-04 00:00:00,0,0,0,0,1.9691,2.0567,put,34611,288100
AMD,2021-01-04 00:00:00,313826,141333,1235008,1109942,0.6032,0.5586,call,313826,1235008
AMD,2021-01-04 00:00:00,0,0,0,0,0.6032,0.5586,put,141333,1109942
AMZN,2021-01-04 00:00:00,182989,150804,531938,425176,0.4094,0.3833,call,182989,531938
AMZN,2021-01-04 00:00:00,0,0,0,0,0.4094,0.3833,put,150804,425176
APPS,2021-01-04 00:00:00,6626,2462,48247,32904,0.9526,0.9574,call,6626,48247
APPS,2021-01-04 00:00:00,0,0,0,0,0.9526,0.9574,put,2462,32904
AVGO,2021-01-04 00:00:00,7537,7795,51043,108110,0.3178,0.3383,call,7537,51043
AVGO,2021-01-04 00:00:00,0,0,0,0,0.3178,0.3383,put,7795,108110
BABA,2021-01-04 00:00:00,201777,111576,2020217,1531515,0.412,0.4158,call,201777,2020217
BABA,2021-01-04 00:00:00,0,0,0,0,0.412,0.4158,put,111576,1531515
BB,2021-01-04 00:00:00,27656,3479,408621,101953,0.6408,0.6492,call,27656,408621
BB,2021-01-04 00:00:00,0,0,0,0,0.6408,0.6492,put,3479,101953
CRWD,2021-01-04 00:00:00,16008,12570,131658,161635,0.5881,0.5969,call,16008,131658
CRWD,2021-01-04 00:00:00,0,0,0,0,0.5881,0.5969,put,12570,161635
DKNG,2021-01-04 00:00:00,83533,29894,506757,197271,0.75,0.761,call,83533,506757
DKNG,2021-01-04 00:00:00,0,0,0,0,0.75,0.761,put,29894,197271
GME,2021-01-04 00:00:00,59621,39425,362306,396027,1.3171,1.3961,call,59621,362306
GME,2021-01-04 00:00:00,0,0,0,0,1.3171,1.3961,put,39425,396027
MCFE,2021-01-04 00:00:00,1199,131,15163,6409,0.6704,0.6204,call,1199,15163
MCFE,2021-01-04 00:00:00,0,0,0,0,0.6704,0.6204,put,131,6409
MRNA,2021-01-04 00:00:00,70058,44235,285835,255269,0.8958,0.8687,call,70058,285835
MRNA,2021-01-04 00:00:00,0,0,0,0,0.8958,0.8687,put,44235,255269
NET,2021-01-04 00:00:00,17055,9635,163978,101908,0.6727,0.7134,call,17055,163978
NET,2021-01-04 00:00:00,0,0,0,0,0.6727,0.7134,put,9635,101908
NKLA,2021-01-04 00:00:00,38969,22852,341019,292449,1.1204,1.1835,call,38969,341019
NKLA,2021-01-04 00:00:00,0,0,0,0,1.1204,1.1835,put,22852,292449
PLTR,2021-01-04 00:00:00,267641,94081,1167394,871764,0.9966,1.046,call,267641,1167394
PLTR,2021-01-04 00:00:00,0,0,0,0,0.9966,1.046,put,94081,871764
PYPL,2021-01-04 00:00:00,40526,21537,340767,293263,0.4486,0.4262,call,40526,340767
PYPL,2021-01-04 00:00:00,0,0,0,0,0.4486,0.4262,put,21537,293263
RDHL,2021-01-04 00:00:00,119,6,16664,3133,1.417,1.3358,call,119,16664
RDHL,2021-01-04 00:00:00,0,0,0,0,1.417,1.3358,put,6,3133
REKR,2021-01-04 00:00:00,347,14,6254,870,1.1272,1.0346,call,347,6254
REKR,2021-01-04 00:00:00,0,0,0,0,1.1272,1.0346,put,14,870
RIDE,2021-01-04 00:00:00,10498,4155,92951,41485,1.1534,1.1471,call,10498,92951
RIDE,2021-01-04 00:00:00,0,0,0,0,1.1534,1.1471,put,4155,41485
ROOT,2021-01-04 00:00:00,1614,427,14405,12195,1.0845,1.0831,call,1614,14405
ROOT,2021-01-04 00:00:00,0,0,0,0,1.0845,1.0831,put,427,12195
SKLZ,2021-01-04 00:00:00,8464,3070,83079,33785,1.2526,1.2488,call,8464,83079
SKLZ,2021-01-04 00:00:00,0,0,0,0,1.2526,1.2488,put,3070,33785
SPLK,2021-01-04 00:00:00,6860,2658,104564,63859,0.439,0.4088,call,6860,104564
SPLK,2021-01-04 00:00:00,0,0,0,0,0.439,0.4088,put,2658,63859
SPRT,2021-01-04 00:00:00,1,0,479,19,1.6969,0.9095,call,1,479
SPRT,2021-01-04 00:00:00,0,0,0,0,1.6969,0.9095,put,0,19
TSLA,2021-01-04 00:00:00,754833,516062,2652556,4356582,0.7384,0.7174,call,754833,2652556
TSLA,2021-01-04 00:00:00,0,0,0,0,0.7384,0.7174,put,516062,4356582
UEC,2021-01-04 00:00:00,2193,22,29799,4553,1.1841,1.1822,call,2193,29799
UEC,2021-01-04 00:00:00,0,0,0,0,1.1841,1.1822,put,22,4553
WISH,2021-01-04 00:00:00,9728,6304,13777,9185,1.1036,1.1396,call,9728,13777
WISH,2021-01-04 00:00:00,0,0,0,0,1.1036,1.1396,put,6304,9185
WKHS,2021-01-04 00:00:00,70952,18453,270561,153244,1.105,1.2012,call,70952,270561
WKHS,2021-01-04 00:00:00,0,0,0,0,1.105,1.2012,put,18453,153244
AMC,2021-01-05 00:00:00,31224,21470,474194,309366,1.9555,2.0643,call,31224,474194
AMC,2021-01-05 00:00:00,0,0,0,0,1.9555,2.0643,put,21470,309366
AMD,2021-01-05 00:00:00,187136,105307,1274327,1143945,0.5968,0.5552,call,187136,1274327
AMD,2021-01-05 00:00:00,0,0,0,0,0.5968,0.5552,put,105307,1143945
AMZN,2021-01-05 00:00:00,141449,93017,558876,460527,0.3957,0.3714,call,141449,558876
AMZN,2021-01-05 00:00:00,0,0,0,0,0.3957,0.3714,put,93017,460527
APPS,2021-01-05 00:00:00,5723,1269,49056,33756,0.9358,0.9526,call,5723,49056
APPS,2021-01-05 00:00:00,0,0,0,0,0.9358,0.9526,put,1269,33756
AVGO,2021-01-05 00:00:00,2217,4544,51882,110514,0.3133,0.3244,call,2217,51882
AVGO,2021-01-05 00:00:00,0,0,0,0,0.3133,0.3244,put,4544,110514
BABA,2021-01-05 00:00:00,372359,113611,2079960,1554633,0.426,0.4169,call,372359,2079960
BABA,2021-01-05 00:00:00,0,0,0,0,0.426,0.4169,put,113611,1554633
BB,2021-01-05 00:00:00,15882,2384,415751,103212,0.6155,0.6265,call,15882,415751
BB,2021-01-05 00:00:00,0,0,0,0,0.6155,0.6265,put,2384,103212
CRWD,2021-01-05 00:00:00,16902,9781,135062,166513,0.5866,0.5962,call,16902,135062
CRWD,2021-01-05 00:00:00,0,0,0,0,0.5866,0.5962,put,9781,166513
DKNG,2021-01-05 00:00:00,90890,29219,520249,205474,0.7416,0.7567,call,90890,520249
DKNG,2021-01-05 00:00:00,0,0,0,0,0.7416,0.7567,put,29219,205474
GME,2021-01-05 00:00:00,36718,14666,374857,420888,1.2773,1.3588,call,36718,374857
GME,2021-01-05 00:00:00,0,0,0,0,1.2773,1.3588,put,14666,420888
MCFE,2021-01-05 00:00:00,345,136,15603,6534,0.6562,0.6329,call,345,15603
MCFE,2021-01-05 00:00:00,0,0,0,0,0.6562,0.6329,put,136,6534
MRNA,2021-01-05 00:00:00,41843,34518,301176,252262,0.8422,0.9118,call,41843,301176
MRNA,2021-01-05 00:00:00,0,0,0,0,0.8422,0.9118,put,34518,252262
NET,2021-01-05 00:00:00,8418,4058,166528,82086,0.6523,0.7081,call,8418,166528
NET,2021-01-05 00:00:00,0,0,0,0,0.6523,0.7081,put,4058,82086
NKLA,2021-01-05 00:00:00,22420,15243,352205,292963,1.1187,1.1562,call,22420,352205
NKLA,2021-01-05 00:00:00,0,0,0,0,1.1187,1.1562,put,15243,292963
PLTR,2021-01-05 00:00:00,208612,68434,1224392,889394,0.9242,0.9895,call,208612,1224392
PLTR,2021-01-05 00:00:00,0,0,0,0,0.9242,0.9895,put,68434,889394
PYPL,2021-01-05 00:00:00,26975,13685,343213,309816,0.4335,0.4112,call,26975,343213
PYPL,2021-01-05 00:00:00,0,0,0,0,0.4335,0.4112,put,13685,309816
RDHL,2021-01-05 00:00:00,206,13,16656,3139,1.3571,1.2318,call,206,16656
RDHL,2021-01-05 00:00:00,0,0,0,0,1.3571,1.2318,put,13,3139
REKR,2021-01-05 00:00:00,115,12,6386,872,0.9776,1.0068,call,115,6386
REKR,2021-01-05 00:00:00,0,0,0,0,0.9776,1.0068,put,12,872
RIDE,2021-01-05 00:00:00,15060,1584,97580,42325,1.144,1.1376,call,15060,97580
RIDE,2021-01-05 00:00:00,0,0,0,0,1.144,1.1376,put,1584,42325
ROOT,2021-01-05 00:00:00,1567,579,14642,12311,1.064,1.0857,call,1567,14642
ROOT,2021-01-05 00:00:00,0,0,0,0,1.064,1.0857,put,579,12311
SKLZ,2021-01-05 00:00:00,45819,7453,82913,35477,1.3853,1.3014,call,45819,82913
SKLZ,2021-01-05 00:00:00,0,0,0,0,1.3853,1.3014,put,7453,35477
SPLK,2021-01-05 00:00:00,6564,4072,105950,64693,0.4248,0.4146,call,6564,105950
SPLK,2021-01-05 00:00:00,0,0,0,0,0.4248,0.4146,put,4072,64693
SPRT,2021-01-05 00:00:00,0,0,585,19,1.3623,1.0387,call,0,585
SPRT,2021-01-05 00:00:00,0,0,0,0,1.3623,1.0387,put,0,19
TSLA,2021-01-05 00:00:00,505395,405388,2717221,4576482,0.6924,0.6888,call,505395,2717221
TSLA,2021-01-05 00:00:00,0,0,0,0,0.6924,0.6888,put,405388,4576482
UEC,2021-01-05 00:00:00,2167,153,30301,4535,1.2346,1.1303,call,2167,30301
UEC,2021-01-05 00:00:00,0,0,0,0,1.2346,1.1303,put,153,4535
WISH,2021-01-05 00:00:00,7652,2857,16769,12622,1.0738,1.1016,call,7652,16769
WISH,2021-01-05 00:00:00,0,0,0,0,1.0738,1.1016,put,2857,12622
WKHS,2021-01-05 00:00:00,59530,14553,289370,160640,1.1469,1.1925,call,59530,289370
WKHS,2021-01-05 00:00:00,0,0,0,0,1.1469,1.1925,put,14553,160640
AMC,2021-01-06 00:00:00,95088,30275,486945,317026,2.099,2.1329,call,95088,486945
AMC,2021-01-06 00:00:00,0,0,0,0,2.099,2.1329,put,30275,317026
AMD,2021-01-06 00:00:00,207850,96268,1315337,1187898,0.5872,0.5495,call,207850,1315337
AMD,2021-01-06 00:00:00,0,0,0,0,0.5872,0.5495,put,96268,1187898
AMZN,2021-01-06 00:00:00,190809,137818,571577,480762,0.4072,0.3782,call,190809,571577
AMZN,2021-01-06 00:00:00,0,0,0,0,0.4072,0.3782,put,137818,480762
APPS,2021-01-06 00:00:00,8139,2649,51117,34184,0.9444,0.9441,call,8139,51117
APPS,2021-01-06 00:00:00,0,0,0,0,0.9444,0.9441,put,2649,34184
AVGO,2021-01-06 00:00:00,5630,4575,52655,113082,0.3082,0.3335,call,5630,52655
AVGO,2021-01-06 00:00:00,0,0,0,0,0.3082,0.3335,put,4575,113082
BABA,2021-01-06 00:00:00,277447,179338,2111353,1569171,0.4668,0.4437,call,277447,2111353
BABA,2021-01-06 00:00:00,0,0,0,0,0.4668,0.4437,put,179338,1569171
BB,2021-01-06 00:00:00,19120,6169,420056,104093,0.5887,0.5966,call,19120,420056
BB,2021-01-06 00:00:00,0,0,0,0,0.5887,0.5966,put,6169,104093
CRWD,2021-01-06 00:00:00,15516,12547,137428,173260,0.5691,0.606,call,15516,137428
CRWD,2021-01-06 00:00:00,0,0,0,0,0.5691,0.606,put,12547,173260
DKNG,2021-01-06 00:00:00,221539,60985,543324,207619,0.7137,0.7389,call,221539,543324
DKNG,2021-01-06 00:00:00,0,0,0,0,0.7137,0.7389,put,60985,207619
GME,2021-01-06 00:00:00,55480,24043,384645,424825,1.2534,1.269,call,55480,384645
GME,2021-01-06 00:00:00,0,0,0,0,1.2534,1.269,put,24043,424825
MCFE,2021-01-06 00:00:00,228,45,15086,6659,0.6348,0.6147,call,228,15086
MCFE,2021-01-06 00:00:00,0,0,0,0,0.6348,0.6147,put,45,6659
MRNA,2021-01-06 00:00:00,57278,32365,309116,261306,0.8558,0.8644,call,57278,309116
MRNA,2021-01-06 00:00:00,0,0,0,0,0.8558,0.8644,put,32365,261306
NET,2021-01-06 00:00:00,20081,7547,167315,112216,0.6928,0.709,call,20081,167315
NET,2021-01-06 00:00:00,0,0,0,0,0.6928,0.709,put,7547,112216
NKLA,2021-01-06 00:00:00,43139,26555,355064,295173,1.0926,1.1103,call,43139,355064
NKLA,2021-01-06 00:00:00,0,0,0,0,1.0926,1.1103,put,26555,295173
PLTR,2021-01-06 00:00:00,211057,78488,1249490,896714,0.924,0.9864,call,211057,1249490
PLTR,2021-01-06 00:00:00,0,0,0,0,0.924,0.9864,put,78488,896714
PYPL,2021-01-06 00:00:00,51045,24572,347508,308783,0.4356,0.415,call,51045,347508
PYPL,2021-01-06 00:00:00,0,0,0,0,0.4356,0.415,put,24572,308783
RDHL,2021-01-06 00:00:00,91,59,16818,3152,1.3594,1.2368,call,91,16818
RDHL,2021-01-06 00:00:00,0,0,0,0,1.3594,1.2368,put,59,3152
REKR,2021-01-06 00:00:00,552,10,6430,872,1.0324,0.9754,call,552,6430
REKR,2021-01-06 00:00:00,0,0,0,0,1.0324,0.9754,put,10,872
RIDE,2021-01-06 00:00:00,21536,5399,103219,42771,1.0962,1.1332,call,21536,103219
RIDE,2021-01-06 00:00:00,0,0,0,0,1.0962,1.1332,put,5399,42771
ROOT,2021-01-06 00:00:00,761,919,15240,12573,1.0872,1.0841,call,761,15240
ROOT,2021-01-06 00:00:00,0,0,0,0,1.0872,1.0841,put,919,12573
SKLZ,2021-01-06 00:00:00,38590,9051,81151,37892,1.3302,1.2965,call,38590,81151
SKLZ,2021-01-06 00:00:00,0,0,0,0,1.3302,1.2965,put,9051,37892
SPLK,2021-01-06 00:00:00,8007,2674,107668,65294,0.4086,0.4114,call,8007,107668
SPLK,2021-01-06 00:00:00,0,0,0,0,0.4086,0.4114,put,2674,65294
SPRT,2021-01-06 00:00:00,1,0,585,19,0.532,0.8532,call,1,585
SPRT,2021-01-06 00:00:00,0,0,0,0,0.532,0.8532,put,0,19
TSLA,2021-01-06 00:00:00,970537,649532,2721436,4563837,0.7228,0.713,call,970537,2721436
TSLA,2021-01-06 00:00:00,0,0,0,0,0.7228,0.713,put,649532,4563837
UEC,2021-01-06 00:00:00,2467,55,30395,4644,1.239,1.1462,call,2467,30395
UEC,2021-01-06 00:00:00,0,0,0,0,1.239,1.1462,put,55,4644
UPST,2021-01-06 00:00:00,622,206,0,0,1.148,1.0356,call,622,0
UPST,2021-01-06 00:00:00,0,0,0,0,1.148,1.0356,put,206,0
WISH,2021-01-06 00:00:00,11483,2972,18557,13640,1.08,1.1158,call,11483,18557
WISH,2021-01-06 00:00:00,0,0,0,0,1.08,1.1158,put,2972,13640
WKHS,2021-01-06 00:00:00,105930,25381,294562,163950,1.1234,1.1748,call,105930,294562
WKHS,2021-01-06 00:00:00,0,0,0,0,1.1234,1.1748,put,25381,163950
AMC,2021-01-07 00:00:00,47105,20001,520095,321085,1.8577,2.2108,call,47105,520095
AMC,2021-01-07 00:00:00,0,0,0,0,1.8577,2.2108,put,20001,321085
AMD,2021-01-07 00:00:00,291637,131934,1352790,1213491,0.5787,0.543,call,291637,1352790
AMD,2021-01-07 00:00:00,0,0,0,0,0.5787,0.543,put,131934,1213491
AMZN,2021-01-07 00:00:00,213790,118837,590586,502243,0.3874,0.365,call,213790,590586
AMZN,2021-01-07 00:00:00,0,0,0,0,0.3874,0.365,put,118837,502243
APPS,2021-01-07 00:00:00,6205,1594,53947,35174,0.9102,0.9269,call,6205,53947
APPS,2021-01-07 00:00:00,0,0,0,0,0.9102,0.9269,put,1594,35174
AVGO,2021-01-07 00:00:00,5627,5839,55579,113477,0.2894,0.314,call,5627,55579
AVGO,2021-01-07 00:00:00,0,0,0,0,0.2894,0.314,put,5839,113477
BABA,2021-01-07 00:00:00,450723,218390,2138344,1614928,0.4974,0.4654,call,450723,2138344
BABA,2021-01-07 00:00:00,0,0,0,0,0.4974,0.4654,put,218390,1614928
BB,2021-01-07 00:00:00,49060,7109,424336,106909,0.659,0.658,call,49060,424336
BB,2021-01-07 00:00:00,0,0,0,0,0.659,0.658,put,7109,106909
CRWD,2021-01-07 00:00:00,24440,9872,136658,177599,0.5454,0.5878,call,24440,136658
CRWD,2021-01-07 00:00:00,0,0,0,0,0.5454,0.5878,put,9872,177599
DKNG,2021-01-07 00:00:00,92372,23945,567258,215343,0.6828,0.6602,call,92372,567258
DKNG,2021-01-07 00:00:00,0,0,0,0,0.6828,0.6602,put,23945,215343
GME,2021-01-07 00:00:00,47523,18583,393253,430245,1.3191,1.3267,call,47523,393253
GME,2021-01-07 00:00:00,0,0,0,0,1.3191,1.3267,put,18583,430245
MCFE,2021-01-07 00:00:00,181,7,15592,6686,0.6494,0.608,call,181,15592
MCFE,2021-01-07 00:00:00,0,0,0,0,0.6494,0.608,put,7,6686
MRNA,2021-01-07 00:00:00,74324,43394,315716,267361,0.855,0.8884,call,74324,315716
MRNA,2021-01-07 00:00:00,0,0,0,0,0.855,0.8884,put,43394,267361
NET,2021-01-07 00:00:00,30338,8131,171957,115707,0.6838,0.7058,call,30338,171957
NET,2021-01-07 00:00:00,0,0,0,0,0.6838,0.7058,put,8131,115707
NKLA,2021-01-07 00:00:00,68432,33477,360906,297251,1.1199,1.1123,call,68432,360906
NKLA,2021-01-07 00:00:00,0,0,0,0,1.1199,1.1123,put,33477,297251
PLTR,2021-01-07 00:00:00,262610,79977,1272629,912105,0.9054,0.9646,call,262610,1272629
PLTR,2021-01-07 00:00:00,0,0,0,0,0.9054,0.9646,put,79977,912105
PYPL,2021-01-07 00:00:00,39930,25275,358286,323182,0.4254,0.393,call,39930,358286
PYPL,2021-01-07 00:00:00,0,0,0,0,0.4254,0.393,put,25275,323182
RDHL,2021-01-07 00:00:00,280,1397,16840,3201,1.4123,1.2554,call,280,16840
RDHL,2021-01-07 00:00:00,0,0,0,0,1.4123,1.2554,put,1397,3201
REKR,2021-01-07 00:00:00,774,4,6361,872,0.9204,0.954,call,774,6361
REKR,2021-01-07 00:00:00,0,0,0,0,0.9204,0.954,put,4,872
RIDE,2021-01-07 00:00:00,28195,6118,104562,44382,1.0714,1.1131,call,28195,104562
RIDE,2021-01-07 00:00:00,0,0,0,0,1.0714,1.1131,put,6118,44382
ROOT,2021-01-07 00:00:00,2515,369,15313,11987,1.0286,1.0502,call,2515,15313
ROOT,2021-01-07 00:00:00,0,0,0,0,1.0286,1.0502,put,369,11987
SKLZ,2021-01-07 00:00:00,21867,2709,83954,42130,1.3215,1.2888,call,21867,83954
SKLZ,2021-01-07 00:00:00,0,0,0,0,1.3215,1.2888,put,2709,42130
SPLK,2021-01-07 00:00:00,7106,2480,109406,66455,0.3916,0.4018,call,7106,109406
SPLK,2021-01-07 00:00:00,0,0,0,0,0.3916,0.4018,put,2480,66455
SPRT,2021-01-07 00:00:00,150,0,585,19,1.3478,1.1029,call,150,585
SPRT,2021-01-07 00:00:00,0,0,0,0,1.3478,1.1029,put,0,19
TSLA,2021-01-07 00:00:00,1232952,678444,2795644,4743322,0.7876,0.7477,call,1232952,2795644
TSLA,2021-01-07 00:00:00,0,0,0,0,0.7876,0.7477,put,678444,4743322
UEC,2021-01-07 00:00:00,2741,110,30347,4604,1.11,1.0461,call,2741,30347
UEC,2021-01-07 00:00:00,0,0,0,0,1.11,1.0461,put,110,4604
UPST,2021-01-07 00:00:00,718,150,344,173,1.2402,1.1147,call,718,344
UPST,2021-01-07 00:00:00,0,0,0,0,1.2402,1.1147,put,150,173
WISH,2021-01-07 00:00:00,3059,1794,24331,13717,1.0721,1.101,call,3059,24331
WISH,2021-01-07 00:00:00,0,0,0,0,1.0721,1.101,put,1794,13717
WKHS,2021-01-07 00:00:00,131338,44679,310626,170343,1.1334,1.1716,call,131338,310626
WKHS,2021-01-07 00:00:00,0,0,0,0,1.1334,1.1716,put,44679,170343
AMC,2021-01-08 00:00:00,61309,38623,536237,326072,1.9313,2.1323,call,61309,536237
AMC,2021-01-08 00:00:00,0,0,0,0,1.9313,2.1323,put,38623,326072
AMD,2021-01-08 00:00:00,242436,137879,1390798,1242514,0.5778,0.5459,call,242436,1390798
AMD,2021-01-08 00:00:00,0,0,0,0,0.5778,0.5459,put,137879,1242514
AMZN,2021-01-08 00:00:00,249597,175697,605722,502693,0.388,0.3619,call,249597,605722
AMZN,2021-01-08 00:00:00,0,0,0,0,0.388,0.3619,put,175697,502693
APPS,2021-01-08 00:00:00,7366,1017,54047,35751,0.9256,0.9315,call,7366,54047
APPS,2021-01-08 00:00:00,0,0,0,0,0.9256,0.9315,put,1017,35751
AVGO,2021-01-08 00:00:00,6361,3937,57125,115007,0.2874,0.3147,call,6361,57125
AVGO,2021-01-08 00:00:00,0,0,0,0,0.2874,0.3147,put,3937,115007
BABA,2021-01-08 00:00:00,460980,165283,2217493,1679188,0.4608,0.4422,call,460980,2217493
BABA,2021-01-08 00:00:00,0,0,0,0,0.4608,0.4422,put,165283,1679188
BB,2021-01-08 00:00:00,107585,14923,436065,109193,0.8103,0.7998,call,107585,436065
BB,2021-01-08 00:00:00,0,0,0,0,0.8103,0.7998,put,14923,109193
CRWD,2021-01-08 00:00:00,26149,11623,138020,171342,0.557,0.5946,call,26149,138020
CRWD,2021-01-08 00:00:00,0,0,0,0,0.557,0.5946,put,11623,171342
DKNG,2021-01-08 00:00:00,160901,46488,575689,216590,0.7031,0.7036,call,160901,575689
DKNG,2021-01-08 00:00:00,0,0,0,0,0.7031,0.7036,put,46488,216590
GME,2021-01-08 00:00:00,65471,36543,403375,436028,1.2402,1.3022,call,65471,403375
GME,2021-01-08 00:00:00,0,0,0,0,1.2402,1.3022,put,36543,436028
MCFE,2021-01-08 00:00:00,970,106,15599,6687,0.6093,0.5978,call,970,15599
MCFE,2021-01-08 00:00:00,0,0,0,0,0.6093,0.5978,put,106,6687
MRNA,2021-01-08 00:00:00,50311,26180,327098,284993,0.8202,0.8682,call,50311,327098
MRNA,2021-01-08 00:00:00,0,0,0,0,0.8202,0.8682,put,26180,284993
NET,2021-01-08 00:00:00,33873,6580,176214,112363,0.7212,0.7559,call,33873,176214
NET,2021-01-08 00:00:00,0,0,0,0,0.7212,0.7559,put,6580,112363
NKLA,2021-01-08 00:00:00,57564,30877,364067,302627,0.9351,1.1555,call,57564,364067
NKLA,2021-01-08 00:00:00,0,0,0,0,0.9351,1.1555,put,30877,302627
PLTR,2021-01-08 00:00:00,390831,179721,1307026,917754,0.9232,0.989,call,390831,1307026
PLTR,2021-01-08 00:00:00,0,0,0,0,0.9232,0.989,put,179721,917754
PYPL,2021-01-08 00:00:00,62812,30363,360244,319959,0.4338,0.4052,call,62812,360244
PYPL,2021-01-08 00:00:00,0,0,0,0,0.4338,0.4052,put,30363,319959
RDHL,2021-01-08 00:00:00,202,993,17045,4182,1.279,1.238,call,202,17045
RDHL,2021-01-08 00:00:00,0,0,0,0,1.279,1.238,put,993,4182
REKR,2021-01-08 00:00:00,394,19,6678,870,0.9942,0.9894,call,394,6678
REKR,2021-01-08 00:00:00,0,0,0,0,0.9942,0.9894,put,19,870
RIDE,2021-01-08 00:00:00,30038,5306,108028,38328,1.121,1.1773,call,30038,108028
RIDE,2021-01-08 00:00:00,0,0,0,0,1.121,1.1773,put,5306,38328
ROOT,2021-01-08 00:00:00,3157,650,15643,11945,1.0292,1.0606,call,3157,15643
ROOT,2021-01-08 00:00:00,0,0,0,0,1.0292,1.0606,put,650,11945
SKLZ,2021-01-08 00:00:00,12866,2363,86461,43869,1.2764,1.2574,call,12866,86461
SKLZ,2021-01-08 00:00:00,0,0,0,0,1.2764,1.2574,put,2363,43869
SPLK,2021-01-08 00:00:00,7675,4898,111112,66973,0.393,0.3784,call,7675,111112
SPLK,2021-01-08 00:00:00,0,0,0,0,0.393,0.3784,put,4898,66973
SPRT,2021-01-08 00:00:00,179,0,734,19,0.6814,0.7632,call,179,734
SPRT,2021-01-08 00:00:00,0,0,0,0,0.6814,0.7632,put,0,19
TSLA,2021-01-08 00:00:00,1850678,1284135,2870142,4744281,0.9128,0.8371,call,1850678,2870142
TSLA,2021-01-08 00:00:00,0,0,0,0,0.9128,0.8371,put,1284135,4744281
UEC,2021-01-08 00:00:00,2367,531,30655,4700,1.1454,1.0977,call,2367,30655
UEC,2021-01-08 00:00:00,0,0,0,0,1.1454,1.0977,put,531,4700
UPST,2021-01-08 00:00:00,961,455,800,277,1.2257,1.1166,call,961,800
UPST,2021-01-08 00:00:00,0,0,0,0,1.2257,1.1166,put,455,277
WISH,2021-01-08 00:00:00,3421,940,25122,14546,1.0442,1.0848,call,3421,25122
WISH,2021-01-08 00:00:00,0,0,0,0,1.0442,1.0848,put,940,14546
WKHS,2021-01-08 00:00:00,85778,27613,316950,182927,1.1262,1.1709,call,85778,316950
WKHS,2021-01-08 00:00:00,0,0,0,0,1.1262,1.1709,put,27613,182927
AMC,2021-01-11 00:00:00,48580,24096,524209,314665,1.8208,1.9892,call,48580,524209
AMC,2021-01-11 00:00:00,0,0,0,0,1.8208,1.9892,put,24096,314665
AMD,2021-01-11 00:00:00,397462,161067,1321369,1209848,0.6038,0.561,call,397462,1321369
AMD,2021-01-11 00:00:00,0,0,0,0,0.6038,0.561,put,161067,1209848
AMZN,2021-01-11 00:00:00,150209,135286,537215,444988,0.4176,0.3838,call,150209,537215
AMZN,2021-01-11 00:00:00,0,0,0,0,0.4176,0.3838,put,135286,444988
APPS,2021-01-11 00:00:00,6831,3769,56290,36138,0.9836,0.9406,call,6831,56290
APPS,2021-01-11 00:00:00,0,0,0,0,0.9836,0.9406,put,3769,36138
AVGO,2021-01-11 00:00:00,8279,3401,53027,112278,0.3084,0.3324,call,8279,53027
AVGO,2021-01-11 00:00:00,0,0,0,0,0.3084,0.3324,put,3401,112278
BABA,2021-01-11 00:00:00,211427,147555,2156748,1650068,0.5108,0.4734,call,211427,2156748
BABA,2021-01-11 00:00:00,0,0,0,0,0.5108,0.4734,put,147555,1650068
BB,2021-01-11 00:00:00,56799,6384,449399,104999,0.7836,0.8184,call,56799,449399
BB,2021-01-11 00:00:00,0,0,0,0,0.7836,0.8184,put,6384,104999
CLOV,2021-01-11 00:00:00,57898,8214,274245,86568,1.5,1.3394,call,57898,274245
CLOV,2021-01-11 00:00:00,0,0,0,0,1.5,1.3394,put,8214,86568
CRWD,2021-01-11 00:00:00,27628,9657,130629,172099,0.5939,0.6328,call,27628,130629
CRWD,2021-01-11 00:00:00,0,0,0,0,0.5939,0.6328,put,9657,172099
DKNG,2021-01-11 00:00:00,150812,41289,532514,190393,0.6861,0.7135,call,150812,532514
DKNG,2021-01-11 00:00:00,0,0,0,0,0.6861,0.7135,put,41289,190393
GME,2021-01-11 00:00:00,120279,34915,373744,418683,1.1624,1.3898,call,120279,373744
GME,2021-01-11 00:00:00,0,0,0,0,1.1624,1.3898,put,34915,418683
MCFE,2021-01-11 00:00:00,6663,91,15952,6615,0.6616,0.6078,call,6663,15952
MCFE,2021-01-11 00:00:00,0,0,0,0,0.6616,0.6078,put,91,6615
MRNA,2021-01-11 00:00:00,62748,24016,301307,263715,0.8044,0.8472,call,62748,301307
MRNA,2021-01-11 00:00:00,0,0,0,0,0.8044,0.8472,put,24016,263715
NET,2021-01-11 00:00:00,14167,3898,175728,111506,0.7424,0.7366,call,14167,175728
NET,2021-01-11 00:00:00,0,0,0,0,0.7424,0.7366,put,3898,111506
NKLA,2021-01-11 00:00:00,30436,22404,342492,288979,0.9878,1.0918,call,30436,342492
NKLA,2021-01-11 00:00:00,0,0,0,0,0.9878,1.0918,put,22404,288979
PLTR,2021-01-11 00:00:00,276915,81246,1226960,911456,0.9616,1.0084,call,276915,1226960
PLTR,2021-01-11 00:00:00,0,0,0,0,0.9616,1.0084,put,81246,911456
PYPL,2021-01-11 00:00:00,47819,32411,355472,320528,0.4594,0.4215,call,47819,355472
